"","indicator","p value","test type","dependent.var.value","independent.var.value","numbers","se","min","max"
"1019","where does your family cook ",0.739964876172885,"Pearson's X^2: Rao & Scott adjustment","We have not cooked food","Male",0.000318848800773713,NA,NA,NA
"Female19","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  provision of cash to pay rent",0.224452897451914,"two sample ttest on difference in means (two sided)",NA,"Female",0.0419370589976339,0.00691683744324464,0.0283803067219563,0.0554938112733115
"Male19","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  provision of cash to pay rent",0.224452897451914,"two sample ttest on difference in means (two sided)",NA,"Male",0.0322326002982753,0.00389416837626488,0.0246001705310613,0.0398650300654892
"Female20","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  provision of cash to buy shelter materials",0.20986388427544,"two sample ttest on difference in means (two sided)",NA,"Female",0.244308674515933,0.0152444010070043,0.214430197576319,0.274187151455548
"Male20","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  provision of cash to buy shelter materials",0.20986388427544,"two sample ttest on difference in means (two sided)",NA,"Male",0.267005448121217,0.00964285833767947,0.248105793071344,0.285905103171091
"Female21","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  provision of training in shelter construction",0.0529125500048722,"two sample ttest on difference in means (two sided)",NA,"Female",0.00729335802870865,0.00287158348927292,0.00166515781113385,0.0129215582462834
"Male21","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  provision of training in shelter construction",0.0529125500048722,"two sample ttest on difference in means (two sided)",NA,"Male",0.014756629660607,0.00256604275043715,0.0097272782869601,0.019785981034254
"Female22","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  labour or support to help construct shelter",0.891562003956914,"two sample ttest on difference in means (two sided)",NA,"Female",0.0341924240642864,0.00624114715844608,0.0219600004115176,0.0464248477170552
"Male22","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  labour or support to help construct shelter",0.891562003956914,"two sample ttest on difference in means (two sided)",NA,"Male",0.0331717212312475,0.00402364408675918,0.0252855237345919,0.041057918727903
"Female23","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  labour or support to help repair shelter",0.376425134549103,"two sample ttest on difference in means (two sided)",NA,"Female",0.0974260459174414,0.0101380410233443,0.0775558506378971,0.117296241196986
"Male23","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  labour or support to help repair shelter",0.376425134549103,"two sample ttest on difference in means (two sided)",NA,"Male",0.108289995848874,0.00696975803105506,0.0946295211270472,0.121950470570701
"Female24","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  provision of shelter materials tools",0.794172586453271,"two sample ttest on difference in means (two sided)",NA,"Female",0.546182508333489,0.0176988451579103,0.511493409256033,0.580871607410944
"Male24","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  provision of shelter materials tools",0.794172586453271,"two sample ttest on difference in means (two sided)",NA,"Male",0.540724553456957,0.0109163757137978,0.519328850216206,0.562120256697708
"Female25","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  nfis",0.165101238143972,"two sample ttest on difference in means (two sided)",NA,"Female",0.305389259583456,0.0162761935537326,0.273488506412737,0.337290012754175
"Male25","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  nfis",0.165101238143972,"two sample ttest on difference in means (two sided)",NA,"Male",0.278797900834654,0.00981872488230061,0.259553553691238,0.298042247978071
"Female26","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  cooking items",0.580389310037525,"two sample ttest on difference in means (two sided)",NA,"Female",0.604997804994313,0.0172861740917114,0.57111752634407,0.638878083644557
"Male26","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  cooking items",0.580389310037525,"two sample ttest on difference in means (two sided)",NA,"Male",0.593639281939799,0.0109254642828664,0.572225765431002,0.615052798448596
"Female27","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  clothing",0.951635822126139,"two sample ttest on difference in means (two sided)",NA,"Female",0.22941809458826,0.0150758223382555,0.199870025767955,0.258966163408565
"Male27","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  clothing",0.951635822126139,"two sample ttest on difference in means (two sided)",NA,"Male",0.228330866667873,0.00938178250501908,0.209942910847248,0.246718822488498
"Female28","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  fuel",0.442611413797751,"two sample ttest on difference in means (two sided)",NA,"Female",0.607894316942717,0.0171753216003145,0.574231305183208,0.641557328702227
"Male28","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  fuel",0.442611413797751,"two sample ttest on difference in means (two sided)",NA,"Male",0.592138211679106,0.0108735224159602,0.570826499358735,0.613449923999477
"Female29","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  other",8.67246323483279e-05,"two sample ttest on difference in means (two sided)",NA,"Female",0.00270599037647205,0.00187157876613732,-0.000962236599387015,0.00637421735233112
"Male29","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  other",8.67246323483279e-05,"two sample ttest on difference in means (two sided)",NA,"Male",0.0167319840327028,0.00304331053065472,0.010767204998848,0.0226967630665575
"Female30","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  nothing no more",0.243291298931498,"two sample ttest on difference in means (two sided)",NA,"Female",0.0152649236977544,0.00434673083174804,0.00674548781703841,0.0237843595784704
"Male30","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  nothing no more",0.243291298931498,"two sample ttest on difference in means (two sided)",NA,"Male",0.00953839855699797,0.00226666747139211,0.00509581194814096,0.013980985165855
"Female31","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  i don t know",0.317345021635672,"two sample ttest on difference in means (two sided)",NA,"Female",0,0,0,0
"Male31","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  i don t know",0.317345021635672,"two sample ttest on difference in means (two sided)",NA,"Male",0.00045809546159624,0.000458052937014292,-0.000439671797964566,0.00135586272115705
"1108","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Fan","Female",0,NA,NA,NA
"260","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Fan And Light","Female",0,NA,NA,NA
"344","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Kolshi/soap/toothpaste/etc","Female",0,NA,NA,NA
"440","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Light","Female",0.383795535288191,NA,NA,NA
"535","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Light problem","Female",0,NA,NA,NA
"635","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Light, solar problem","Female",0.00408293122647012,NA,NA,NA
"733","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Lighting","Female",0,NA,NA,NA
"833","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","need washroom 
need toilet","Female",0,NA,NA,NA
"928","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","need water","Female",0,NA,NA,NA
"1020","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Sanitary","Female",0.612121533485338,NA,NA,NA
"1124","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Solar light","Female",0,NA,NA,NA
"1221","what are the three most important modalities of assistance your family most urgently needs to address your shelter needs   select top three  1",0.335838757849581,"Pearson's X^2: Rao & Scott adjustment","Solar problem","Female",0,NA,NA,NA
